1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
110000;Straftaten gegen die sexuelle Selbstbestimmung §§ 174, 174a, 174b, 174c, 177, 178, 184i, 184j StGB;37,076;0.7;1,855;5;9,036;10,566;7,662;9,411;401;26;2;29,710;80.1;27,922;27,347;575;10,397;37.2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;11,896;0.2;987;8.3;2,998;3,325;2,393;2,992;188;19;2;9,960;83.7;10,045;9,913;132;3,679;36.6
111700;Vergewaltigung § 177 Abs. 6, 7, 8 StGB;11,228;0.2;932;8.3;2,841;3,121;2,237;2,854;175;18;1;9,408;83.8;9,458;9,341;117;3,487;36.9
111710;Vergewaltigung § 177 Abs. 6 Nr. 1, 2 StGB (ohne Schlüssel 111730);9,360;0.2;856;9.1;2,415;2,571;1,855;2,381;138;8;1;7,911;84.5;7,930;7,834;96;2,949;37.2
111720;Vergewaltigung im besonders schweren Fall § 177 Abs. 6 Nr. 1, 2 i. V. m. Abs. 7, 8 StGB;598;0;33;5.5;131;212;128;112;15;10;0;488;81.6;586;576;10;247;42.2
111730;Vergewaltigung von widerstandsunfähigen Personen (§ 177 Abs. 2 Nr. 1, Abs. 4) gem. § 177 Abs. 6 Nr. 1, 2 StGB;1,270;0;43;3.4;295;338;254;361;22;0;0;1,009;79.4;1,010;998;12;313;31
111800;Sexueller Übergriff und sexuelle Nötigung im besonders schweren Fall § 177 Abs. 1, 2, 4, 5 i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;667;0;55;8.2;157;204;156;137;13;1;1;551;82.6;620;604;16;201;32.4
111810;Sexueller Übergriff im besonders schweren Fall § 177 Abs. 1, 2 (ohne Nr. 1) i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;164;0;16;9.8;45;46;28;42;3;1;1;134;81.7;155;151;4;48;31
111820;Sexuelle Nötigung im besonders schweren Fall § 177 Abs. 5 i.V.m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;378;0;36;9.5;90;116;98;65;9;0;0;320;84.7;352;346;6;123;34.9
111830;Sexueller Übergriff an widerstandsunfähigen Personen im besonders schweren Fall § 177 Abs. 2 Nr. 1, Abs. 4 i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;125;0;3;2.4;22;42;30;30;1;0;0;97;77.6;115;109;6;31;27
111900;Sexueller Übergriff, sexuelle Nötigung und Vergewaltigung mit Todesfolge § 178 StGB;1;0;0;0;0;0;0;1;0;0;0;1;100;1;1;0;0;0
112100;Sexueller Übergriff und sexuelle Nötigung § 177 Abs. 1, 2, 4, 5, 9 StGB;6,977;0.1;838;12;1,805;1,914;1,254;1,888;116;5;0;5,711;81.9;5,702;5,566;136;1,951;34.2
112110;Sexueller Übergriff § 177 Abs. 1, 2 (ohne Nr. 1), 9 StGB;3,440;0.1;351;10.2;880;868;542;1,107;43;3;0;2,828;82.2;2,811;2,759;52;997;35.5
112120;Sexuelle Nötigung § 177 Abs. 5, 9 StGB;2,833;0.1;451;15.9;714;824;559;671;65;2;0;2,303;81.3;2,344;2,268;76;845;36
112130;Sexueller Übergriff an widerstandsunfähigen Personen § 177 Abs. 2 Nr. 1, Abs. 4, 9 StGB;704;0;36;5.1;211;222;153;110;8;0;0;580;82.4;592;581;11;130;22
113000;Sexueller Missbrauch von Schutzbefohlenen pp., unter Ausnutzung einer Amtsstellung oder eines Vertrauensverhältnisses §§ 174, 174a-c StGB;726;0;30;4.1;216;242;123;129;16;0;0;686;94.5;556;512;44;90;16.2
113010;Sexueller Missbrauch von Schutzbefohlenen ab 14 Jahren § 174 StGB;448;0;24;5.4;166;112;78;77;15;0;0;419;93.5;374;350;24;64;17.1
113020;Sexueller Missbrauch von Gefangenen/Verwahrten usw. ab 14 Jahren § 174a StGB;37;0;3;8.1;15;14;5;3;0;0;0;34;91.9;35;28;7;2;5.7
113030;Sexueller Missbrauch - Ausnutzung einer Amtsstellung zum Nachteil von Personen ab 14 Jahren § 174b StGB;5;0;0;0;2;0;0;2;1;0;0;3;60;3;3;0;0;0
113040;Sexueller Missbrauch - Ausnutzung eines Beratungs-/Behandlungs-/Betreuungsverhältnisses zum Nachteil von Personen ab 14 Jahren § 174c StGB;236;0;3;1.3;33;116;40;47;0;0;0;230;97.5;145;132;13;24;16.6
114000;Sexuelle Belästigung § 184i StGB;17,465;0.3;0;0;4,017;5,081;3,889;4,397;81;2;0;13,348;76.4;12,371;12,097;274;4,942;39.9
115000;Straftaten aus Gruppen § 184j StGB;12;0;0;0;0;4;3;5;0;0;0;5;41.7;18;18;0;11;61.1
130000;Sexueller Missbrauch §§ 176-176e, 182, 183, 183a StGB;25,124;0.4;926;3.7;7,349;6,910;4,587;5,425;853;1;0;19,173;76.3;16,376;15,568;808;3,760;23
131000;Sexueller Missbrauch von Kindern §§ 176-176e StGB;15,520;0.3;746;4.8;5,291;4,282;2,566;2,592;789;1;0;13,114;84.5;11,556;10,901;655;2,101;18.2
131010;Sexueller Missbrauch von Kindern - Anbieten von Kindern gemäß §§ 176 Abs. 1 Nr 3, 176a Abs.2, 176b Abs. 2 StGB;290;0;36;12.4;95;66;48;49;32;0;0;222;76.6;224;201;23;30;13.4
131011;Sexueller Missbrauch von Kindern - Kinder für sex. Handlungen anbietet, Nachweis verspricht § 176 Abs. 1 Nr. 3 StGB;159;0;36;22.6;49;32;28;29;21;0;0;116;73;119;104;15;15;12.6
131012;Sexueller Missbrauch von Kindern - Kinder für sex. Missbrauch ohne Körperkontakt anbietet, Nachweis verspricht, zur Tat verabredet § 176a Abs. 2 StGB;97;0;0;0;32;28;16;16;5;0;0;81;83.5;85;80;5;12;14.1
131013;Sexueller Missbrauch von Kindern - Kind zum vorbereitenden Einwirken anbietet, Nachweis verspricht, zur Tat verabredet § 176b Abs. 2 StGB;34;0;0;0;14;6;4;4;6;0;0;25;73.5;21;18;3;3;14.3
131100;Sexueller Missbrauch von Kindern - sexuelle Handlungen an Kind/durch Kind vornehmen lässt § 176 Abs 1 Nr. 1 und 2 StGB;6,261;0.1;369;5.9;2,232;1,791;1,009;1,076;153;1;0;5,568;88.9;5,224;4,999;225;1,048;20.1
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176a Abs. 1 Nr. 1 StGB;1,478;0;48;3.2;394;445;275;343;21;0;0;984;66.6;861;820;41;227;26.4
131300;Sexueller Missbrauch von Kindern - Täter bestimmt Kind, sexuelle Handlungen an sich selbst vorzunehmen § 176a Abs 1 Nr. 2 StGB;835;0;115;13.8;377;224;116;74;44;0;0;694;83.1;542;506;36;64;11.8
131400;"Sexueller Missbrauch von Kindern - Einwirken auf Kinder ohne Körperkontakt § 176a Abs. 1 Nr. 3; 176b Abs. 1 Nr. 1 und 2 StGB";3,847;0.1;58;1.5;1,326;950;649;515;407;0;0;3,138;81.6;2,564;2,408;156;286;11.2
131410;Sexueller Missbrauch von Kindern - Einwirken auf Kinder ohne Körperkontakt mit dem Kind § 176a Abs. 1 Nr 3 i.V.m. Absatz 3 StGB;3,055;0.1;36;1.2;1,084;794;553;413;211;0;0;2,601;85.1;2,120;1,981;139;231;10.9
131411;Sexueller Missbrauch von Kindern - Einwirken auf Kind durch pornographischen Inhalt oder entsprechende Reden § 176a Abs. 1 Nr. 3 StGB;2,901;0.1;0;0;1,031;744;531;393;202;0;0;2,475;85.3;2,010;1,873;137;222;11
131412;Versuch des Sexuellen Missbrauchs von Kindern ohne Körperkontakt mit dem Kind (Scheinkindkonstellation) § 176a Abs. 1 nr. 3 i.V.m. Abs. 3 StGB;154;0;36;23.4;53;50;22;20;9;0;0;126;81.8;120;118;2;9;7.5
131420;Vorbereitung des sexuellen Missbrauchs von Kindern gem § 176b Abs. 1, 3 StGB;792;0;22;2.8;242;156;96;102;196;0;0;537;67.8;487;469;18;57;11.7
131421;Sexueller Missbrauch von Kindern - Einwirken auf Kind zur Vorbereitung sex. Missbrauchs § 176b Abs. 1 StGB;724;0;0;0;224;139;84;87;190;0;0;486;67.1;438;421;17;54;12.3
131422;Versuch der Vorbereitung des sexuellen Missbrauchs von Kindern (Scheinkindkonstellation) § 176b Abs. 1 i.V.m. Abs. 3 StGB;68;0;22;32.4;18;17;12;15;6;0;0;51;75;49;48;1;3;6.1
131500;Schwerer Sexueller Missbrauch von Kindern - Vollzug des Beischlafs mit einem Kind oder Vornahme einer ähnlichen sexuellen Handlung nach § 176c Abs. 1 Nr. 2 StGB;1,330;0;41;3.1;546;379;200;174;31;0;0;1,224;92;1,165;1,118;47;217;18.6
131600;Schwerer sexueller Missbrauch von Kindern - Herstellung und Verbreitung pornographischer Inhalte § 176c Abs. 2 StGB;181;0;10;5.5;47;43;20;64;7;0;0;153;84.5;176;157;19;34;19.3
131700;Schwerer sexueller Missbrauch von Kindern - sonstige Begehungsweisen gem. § 176c StGB;1,286;0;69;5.4;267;382;247;296;94;0;0;1,122;87.2;1,293;1,181;112;255;19.7
131710;Schwerer sexueller Missbrauch von Kindern - sonstige Begehungsweisen § 176c Abs. 1 Nr. 1, 3, 4 StGB;1,278;0;69;5.4;263;380;247;294;94;0;0;1,115;87.2;1,286;1,174;112;253;19.7
131720;Schwerer sexueller Missbrauch von Kindern - mit schwerer körperlicher Misshandlung oder Gefahr des Todes § 176c Abs. 3 StGB;8;0;0;0;4;2;0;2;0;0;0;7;87.5;7;7;0;2;28.6
131800;Sexueller Missbrauch von Kindern mit Todesfolge § 176d StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131900;Verbreitung und Besitz von Anleitungen zu sexuellem Missbrauch von Kindern § 176e StGB;12;0;0;0;7;2;2;1;0;0;0;9;75;9;7;2;0;0
132000;Exhibitionistische Handlungen und Erregung öffentlichen Ärgernisses §§ 183, 183a StGB;8,469;0.2;0;0;1,691;2,307;1,808;2,646;17;0;0;5,109;60.3;4,194;4,061;133;1,539;36.7
132010;Exhibitionistische Handlungen § 183 StGB;7,092;0.1;0;0;1,447;1,990;1,509;2,136;10;0;0;4,100;57.8;3,312;3,312;0;1,225;37
132020;Erregung öffentlichen Ärgernisses § 183a StGB;1,377;0;0;0;244;317;299;510;7;0;0;1,009;73.3;1,012;879;133;360;35.6
133000;Sexueller Missbrauch von Jugendlichen § 182 StGB;1,135;0;180;15.9;367;321;213;187;47;0;0;950;83.7;925;902;23;204;22.1
133100;Sexueller Missbrauch von Jugendlichen gegen Entgelt § 182 Abs. 2 StGB;324;0;103;31.8;102;62;63;82;15;0;0;271;83.6;263;260;3;62;23.6
133700;Sonstiger Sexueller Missbrauch von Jugendlichen § 182 StGB;811;0;77;9.5;265;259;150;105;32;0;0;679;83.7;671;651;20;143;21.3
140000;Ausnutzen sexueller Neigung §§ 180, 180a, 181a, 184, 184a, 184b, 184c, 184e, 184f, 184g, 184k, 184l StGB;55,996;1;121;0.2;19,246;15,822;8,332;8,365;4,231;0;0;49,493;88.4;46,891;38,642;8,249;10,019;21.4
140010;Ausübung der verbotenen Prostitution § 184f StGB;607;0;0;0;154;144;71;233;5;0;0;579;95.4;399;35;364;322;80.7
140020;Jugendgefährdende Prostitution § 184g StGB;9;0;0;0;3;3;1;1;1;0;0;7;77.8;10;3;7;7;70
141000;Förderung sexueller Handlungen Minderjähriger oder Ausbeuten von Prostituierten §§ 180, 180a StGB;140;0;28;20;34;32;29;39;6;0;0;113;80.7;120;95;25;39;32.5
141100;Förderung sexueller Handlungen Minderjähriger § 180 StGB;119;0;28;23.5;31;27;25;30;6;0;0;93;78.2;100;83;17;29;29
141110;Förderung sexueller Handlungen Minderjähriger durch Vermittlung oder gegen Entgelt § 180 Abs. 1, Nr. 1, Abs. 2 StGB;77;0;22;28.6;14;19;17;23;4;0;0;61;79.2;67;56;11;21;31.3
141179;Sonstige Förderung sexueller Handlungen Minderjähriger § 180 StGB;42;0;6;14.3;17;8;8;7;2;0;0;32;76.2;33;27;6;8;24.2
141200;Ausbeuten von Prostituierten § 180a StGB;21;0;0;0;3;5;4;9;0;0;0;20;95.2;20;12;8;10;50
142000;Zuhälterei § 181a StGB;143;0;0;0;19;31;36;53;4;0;0;128;89.5;139;118;21;76;54.7
143000;Verbreitung pornografischer Inhalte (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184e StGB;54,188;1;93;0.2;18,842;15,319;8,029;7,845;4,153;0;0;47,977;88.5;45,628;37,878;7,750;9,430;20.7
143010;Sonstige Verbreitung pornografischer Inhalte (Erzeugnisse) § 184 StGB;2,737;0;0;0;687;692;411;643;304;0;0;2,012;73.5;1,872;1,677;195;348;18.6
143020;Verbreitung gewalt- oder tierpornografischer Inhalte § 184a StGB;408;0;0;0;174;109;47;44;34;0;0;374;91.7;373;325;48;56;15
143040;Veranstaltung und Besuch kinder- und jugendpornografischer Darbietungen § 184e StGB;2;0;0;0;1;0;0;0;1;0;0;2;100;2;1;1;0;0
143100;Verbreitung pornografischer Inhalte (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;2,220;0;0;0;880;621;236;237;246;0;0;1,919;86.4;1,935;1,669;266;192;9.9
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornografischer Inhalte § 184b StGB;42,075;0.7;53;0.1;14,556;12,103;6,453;6,058;2,905;0;0;37,505;89.1;36,402;30,189;6,213;8,035;22.1
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornografie § 184b Abs. 1 StGB;23,335;0.4;53;0.2;7,923;6,403;3,729;3,835;1,445;0;0;20,309;87;20,142;16,953;3,189;5,576;27.7
143211;Verbreitung von Kinderpornografie § 184b Abs. 1 Nr. 1 StGB;19,742;0.4;50;0.3;6,612;5,599;3,200;2,948;1,383;0;0;17,143;86.8;17,138;14,543;2,595;4,829;28.2
143212;Besitzverschaffung für andere von Kinderpornografie § 184b Abs. 1 Nr. 2 StGB;2,824;0.1;0;0;1,031;601;397;749;46;0;0;2,467;87.4;2,428;2,043;385;644;26.5
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornografie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;334;0;3;0.9;118;88;52;70;6;0;0;304;91;295;229;66;49;16.6
143214;Herstellung mit Verbreitungsabsicht von Kinderpornografie § 184b Abs. 1 Nr. 4 StGB;435;0;0;0;162;115;80;68;10;0;0;395;90.8;437;275;162;83;19
143220;Verbreitung und Herstellung von Kinderpornografie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;62;0;0;0;10;29;11;7;5;0;0;50;80.6;57;50;7;15;26.3
143230;Besitz oder sich Verschaffen von Kinderpornografie § 184b Abs. 3 StGB;18,678;0.3;0;0;6,623;5,671;2,713;2,216;1,455;0;0;17,146;91.8;17,117;14,027;3,090;2,586;15.1
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornografischer Inhalte § 184c StGB;6,746;0.1;40;0.6;2,544;1,794;882;863;663;0;0;6,165;91.4;6,115;5,020;1,095;936;15.3
143510;Verbreitung, Erwerb, Besitz und Herstellung von Jugendpornografie § 184c Abs. 1 StGB;3,512;0.1;40;1.1;1,340;986;485;495;206;0;0;3,219;91.7;3,284;2,709;575;603;18.4
143511;Verbreitung von Jugendpornografie § 184c Abs. 1 Nr. 1 StGB;2,728;0;27;1;1,031;779;376;360;182;0;0;2,481;90.9;2,579;2,132;447;482;18.7
143512;Besitzverschaffung für andere von Jugendpornografie § 184c Abs. 1 Nr. 2 StGB;411;0;0;0;164;89;59;88;11;0;0;385;93.7;382;317;65;67;17.5
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornografie § 184c Abs. 1 Nr. 3 StGB;181;0;13;7.2;77;60;18;21;5;0;0;173;95.6;157;141;16;26;16.6
143514;Herstellung mit Verbreitungsabsicht von Jugendpornografie § 184c Abs. 1 Nr. 4 StGB;192;0;0;0;68;58;32;26;8;0;0;180;93.8;195;145;50;35;17.9
143520;Verbreitung und Herstellung von Jugendpornografie gewerbs-/bandenmäßig § 184c Abs. 2 StGB;24;0;0;0;6;7;6;2;3;0;0;21;87.5;26;21;5;5;19.2
143530;Besitz oder sich Verschaffen von Jugendpornografie § 184c Abs. 3 StGB;3,210;0.1;0;0;1,198;801;391;366;454;0;0;2,925;91.1;2,915;2,389;526;342;11.7
145000;Verletzung des Intimbereichs durch Bildaufnahmen § 184k StGB;877;0;0;0;183;285;158;190;61;0;0;659;75.1;636;552;84;156;24.5
146000;Inverkehrbringen, Erwerb und Besitz von Sexpuppen mit kindlichem Erscheinungsbild § 184l StGB;32;0;0;0;11;8;8;4;1;0;0;30;93.8;29;26;3;2;6.9
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;867,699;15.4;61,719;7.1;218,405;251,409;174,533;218,860;4,492;3,878;1,142;750,310;86.5;634,596;506,794;127,802;203,799;32.1
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;38,195;0.7;7,792;20.4;4,423;9,304;9,464;14,948;56;1,441;112;22,897;59.9;28,057;25,328;2,729;12,270;43.7
210010;Sonstiger Raub § 249 StGB;3,572;0.1;663;18.6;475;973;1,016;1,101;7;6;0;2,059;57.6;2,997;2,716;281;1,270;42.4
210020;Sonstiger schwerer Raub § 250 StGB;1,047;0;211;20.2;142;275;268;357;5;92;13;617;58.9;1,110;1,040;70;538;48.5
210030;Sonstiger Raub mit Todesfolge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
210040;Räuberischer Diebstahl § 252 StGB;8,917;0.2;868;9.7;1,095;2,549;2,362;2,909;2;15;2;6,895;77.3;7,683;6,548;1,135;3,858;50.2
210050;Sonstige räuberische Erpressung § 255 StGB;2,794;0;1,198;42.9;516;769;666;828;15;111;8;2,139;76.6;2,921;2,734;187;1,183;40.5
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;73;0;19;26;24;25;15;9;0;33;3;44;60.3;51;49;2;16;31.4
211100;Raub, räuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);42;0;16;38.1;16;9;10;7;0;21;1;32;76.2;38;37;1;13;34.2
211110;Raub auf Geldinstitute (Banken/Sparkassen) § 249 StGB;3;0;1;33.3;1;0;2;0;0;1;0;2;66.7;4;4;0;0;0
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) § 250 StGB;13;0;6;46.2;3;1;5;4;0;7;1;11;84.6;15;15;0;4;26.7
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211150;Räuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) § 255 StGB;26;0;9;34.6;12;8;3;3;0;13;0;19;73.1;19;18;1;9;47.4
211200;Raub, räuberische Erpressung auf/gegen Postfilialen und -agenturen;31;0;3;9.7;8;16;5;2;0;12;2;12;38.7;13;12;1;3;23.1
211210;Raub auf Postfilialen und -agenturen § 249 StGB;3;0;0;0;1;1;1;0;0;0;0;2;66.7;2;2;0;0;0
211220;Schwerer Raub auf Postfilialen und -agenturen § 250 StGB;15;0;0;0;3;8;3;1;0;6;2;5;33.3;7;6;1;2;28.6
211230;Raub mit Todesfolge auf Postfilialen und -agenturen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211250;Räuberische Erpressung gegen Postfilialen und -agenturen § 255 StGB;13;0;3;23.1;4;7;1;1;0;6;0;5;38.5;5;5;0;1;20
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;2,012;0;567;28.2;316;584;456;656;0;666;35;1,085;53.9;1,236;1,190;46;425;34.4
212010;Raub auf sonstige Kassenräume oder Geschäfte § 249 StGB;142;0;49;34.5;22;35;27;58;0;9;0;74;52.1;104;97;7;42;40.4
212020;Schwerer Raub auf sonstige Kassenräume oder Geschäfte § 250 StGB;607;0;150;24.7;56;161;146;244;0;238;15;308;50.7;445;425;20;168;37.8
212030;Raub mit Todesfolge auf sonstige Kassenräume oder Geschäfte § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212050;Räuberische Erpressung gegen sonstige Kassenräume oder Geschäfte § 255 StGB;420;0;197;46.9;62;117;88;153;0;120;2;219;52.1;255;244;11;67;26.3
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;215;0;52;24.2;34;75;62;44;0;83;8;129;60;156;153;3;64;41
212110;Raub auf Spielhallen § 249 StGB;14;0;5;35.7;2;7;4;1;0;2;0;6;42.9;11;11;0;3;27.3
212120;Schwerer Raub auf Spielhallen § 250 StGB;121;0;26;21.5;21;33;34;33;0;50;4;68;56.2;87;86;1;36;41.4
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;80;0;21;26.3;11;35;24;10;0;31;4;55;68.8;68;66;2;30;44.1
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;628;0;119;18.9;142;196;133;157;0;216;10;355;56.5;427;422;5;128;30
212210;Raub auf Tankstellen § 249 StGB;44;0;13;29.5;15;12;7;10;0;1;0;25;56.8;28;28;0;15;53.6
212220;Schwerer Raub auf Tankstellen § 250 StGB;372;0;45;12.1;75;109;76;112;0;144;5;201;54;261;257;4;83;31.8
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;212;0;61;28.8;52;75;50;35;0;71;5;129;60.8;162;161;1;41;25.3
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;25;0;4;16;5;7;3;10;0;3;0;10;40;20;16;4;7;35
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;25;0;4;16;5;7;3;10;0;3;0;10;40;20;16;4;7;35
213110;Raub auf Geld- und Kassenboten § 249 StGB;5;0;0;0;0;3;1;1;0;0;0;2;40;4;4;0;0;0
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;17;0;3;17.6;4;4;2;7;0;3;0;6;35.3;14;10;4;5;35.7
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;3;0;1;33.3;1;0;0;2;0;0;0;2;66.7;2;2;0;2;100
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;128;0;36;28.1;20;29;24;55;0;19;0;70;54.7;152;140;12;44;28.9
214079;Räuberischer Angriff auf sonstige Kraftfahrer;81;0;24;29.6;18;19;19;25;0;11;0;44;54.3;112;102;10;21;18.8
214100;Beraubung von Taxifahrern;47;0;12;25.5;2;10;5;30;0;8;0;26;55.3;40;38;2;23;57.5
216000;Handtaschenraub;1,060;0;277;26.1;93;257;212;497;1;8;0;393;37.1;475;422;53;248;52.2
216010;Handtaschenraub § 249 StGB;922;0;233;25.3;87;226;184;424;1;0;0;328;35.6;382;334;48;196;51.3
216020;Handtaschenraub § 250 StGB;112;0;36;32.1;5;26;23;58;0;6;0;48;42.9;77;73;4;52;67.5
216030;Handtaschenraub mit Todesfolge § 251 StGB;1;0;1;100;0;1;0;0;0;0;0;1;100;1;1;0;0;0
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;25;0;7;28;1;4;5;15;0;2;0;16;64;23;21;2;6;26.1
